model_dataset_label,policy_type,calibration_method,split,threshold,predicted_reject_share,approved_share,precision_bad_rate_among_rejected,recall_default_capture,approved_bad_rate,total_portfolio_value,value_per_applicant,default_loss_saved,good_borrower_opportunity_cost,max_reject_share_constraint
XGBoost neutral | missingness challenger no grade/subgrade,economic_max_20pct_reject,platt_sigmoid,validation,0.327936,0.2,0.8,0.449898,0.36464,0.19598,137342500.0,734.77,10000.0,1500.0,0.2
XGBoost neutral | missingness challenger no grade/subgrade,economic_max_20pct_reject,platt_sigmoid,test,0.327936,0.204854,0.795146,0.399127,0.388763,0.161671,123907500.0,632.99,10000.0,1500.0,0.2
