model_family,candidate,feature_set,artifact_path
lightgbm,lightgbm_06_no_grade_subgrade,baseline_no_grade_subgrade,/Users/lindaperez/Documents/NEU/2026SummerML/MachineLearningClass/Final_Project/Final/CreditRiskRAG/Modeling/modeling_outputs/lightgbm/models/lightgbm_no_grade_subgrade_selected_model.joblib
