model_family,candidate,artifact_path
logistic_regression,logistic_regression_07,/Users/lindaperez/Documents/NEU/2026SummerML/MachineLearningClass/Final_Project/Final/CreditRiskRAG/Modeling/modeling_outputs/logistic_regression/models/logistic_regression_selected_model.joblib
