recommended_model_family,recommended_model_label,recommended_candidate,recommended_feature_set,recommended_operating_point,selection_basis,validation_f1,validation_precision,validation_recall,validation_pr_auc,validation_predicted_0_count,validation_predicted_0_share,validation_predicted_1_count,validation_predicted_1_share,test_f1,test_precision,test_recall,test_pr_auc,test_predicted_0_count,test_predicted_0_share,test_predicted_1_count,test_predicted_1_share,test_f1_delta_vs_no_grade_subgrade,test_pr_auc_delta_vs_no_grade_subgrade
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_04,baseline_with_grade_subgrade,best_validation_f1,"Accept hist_gradient_boosting_04 as the final model because it is the selected HistGradientBoosting candidate and provides the strongest balanced F1/PR-AUC tradeoff for the final accepted-loan comparison. The no-grade/subgrade model remains documented as an ablation check, but is not the accepted final candidate.",0.474259,0.359479,0.696715,0.4235,97524,0.521742,89396,0.478258,0.437571,0.319695,0.693143,0.377185,106489,0.544008,89260,0.455992,-0.0005689999999999862,-0.002850000000000019
