threshold,rows,reject_count,approved_count,predicted_reject_share,approved_share,tp_caught_defaults,fp_rejected_good,tn_approved_good,fn_approved_defaults,precision_bad_rate_among_rejected,recall_default_capture,approved_bad_rate,rejected_bad_rate,total_portfolio_value,value_per_applicant,calibration_method,default_loss_saved,good_borrower_opportunity_cost,max_reject_share_constraint,economic_break_even_probability,policy_type,model_family,model,dataset,model_dataset_label
0.550053,186920,61871,125049,0.331003,0.668997,24826,37045,103750,21299,0.401254,0.538233,0.170325,0.401254,192692500.0,1030.88,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.550628,186920,61684,125236,0.330002,0.669998,24770,36914,103881,21355,0.401563,0.537019,0.170518,0.401563,192329000.0,1028.94,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.551164,186920,61497,125423,0.329002,0.670998,24717,36780,104015,21408,0.401922,0.53587,0.170686,0.401922,192000000.0,1027.18,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.551712,186920,61310,125610,0.328001,0.671999,24662,36648,104147,21463,0.402251,0.534678,0.17087,0.402251,191648000.0,1025.29,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.552289,186920,61123,125797,0.327001,0.672999,24619,36504,104291,21506,0.402778,0.533745,0.170958,0.402778,191434000.0,1024.15,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.552899,186920,60936,125984,0.326,0.674,24558,36378,104417,21567,0.403013,0.532423,0.171188,0.403013,191013000.0,1021.9,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.553449,186920,60749,126171,0.325,0.675,24514,36235,104560,21611,0.403529,0.531469,0.171283,0.403529,190787500.0,1020.69,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.554063,186920,60562,126358,0.324,0.676,24462,36100,104695,21663,0.403917,0.530341,0.171441,0.403917,190470000.0,1018.99,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.554627,186920,60375,126545,0.322999,0.677001,24411,35964,104831,21714,0.404323,0.529236,0.171591,0.404323,190164000.0,1017.36,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.555191,186920,60188,126732,0.321999,0.678001,24349,35839,104956,21776,0.404549,0.527892,0.171827,0.404549,189731500.0,1015.04,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.555813,186920,60002,126918,0.321004,0.678996,24287,35715,105080,21838,0.40477,0.526547,0.172064,0.40477,189297500.0,1012.72,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.556325,186920,59815,127105,0.320003,0.679997,24233,35582,105213,21892,0.405132,0.525377,0.172236,0.405132,188957000.0,1010.9,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.556914,186920,59629,127291,0.319008,0.680992,24172,35457,105338,21953,0.405373,0.524054,0.172463,0.405373,188534500.0,1008.64,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.557457,186920,59441,127479,0.318002,0.681998,24123,35318,105477,22002,0.405831,0.522992,0.172593,0.405831,188253000.0,1007.13,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.558011,186920,59254,127666,0.317002,0.682998,24075,35179,105616,22050,0.406302,0.521951,0.172716,0.406302,187981500.0,1005.68,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.558625,186920,59067,127853,0.316001,0.683999,24020,35047,105748,22105,0.406657,0.520759,0.172894,0.406657,187629500.0,1003.8,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.559128,186920,58880,128040,0.315001,0.684999,23967,34913,105882,22158,0.407048,0.51961,0.173055,0.407048,187300500.0,1002.04,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.559726,186920,58693,128227,0.314001,0.685999,23911,34782,106013,22214,0.407391,0.518396,0.17324,0.407391,186937000.0,1000.09,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56027,186920,58506,128414,0.313,0.687,23850,34656,106139,22275,0.40765,0.517073,0.173462,0.40765,186516000.0,997.84,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.560814,186920,58319,128601,0.312,0.688,23796,34523,106272,22329,0.408032,0.515902,0.17363,0.408032,186175500.0,996.02,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.561364,186920,58132,128788,0.310999,0.689001,23741,34391,106404,22384,0.408398,0.51471,0.173805,0.408398,185823500.0,994.13,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56192,186920,57946,128974,0.310004,0.689996,23686,34260,106535,22439,0.40876,0.513518,0.173981,0.40876,185470000.0,992.24,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.562516,186920,57758,129162,0.308999,0.691001,23638,34120,106675,22487,0.409259,0.512477,0.174099,0.409259,185200000.0,990.8,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56303,186920,57572,129348,0.308003,0.691997,23586,33986,106809,22539,0.409678,0.51135,0.174251,0.409678,184881000.0,989.09,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.563548,186920,57385,129535,0.307003,0.692997,23532,33853,106942,22593,0.410072,0.510179,0.174416,0.410072,184540500.0,987.27,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.564153,186920,57198,129722,0.306003,0.693997,23469,33729,107066,22656,0.410312,0.508813,0.17465,0.410312,184096500.0,984.89,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.564686,186920,57011,129909,0.305002,0.694998,23409,33602,107193,22716,0.410605,0.507512,0.174861,0.410605,183687000.0,982.7,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.565254,186920,56824,130096,0.304002,0.695998,23355,33469,107326,22770,0.411006,0.506341,0.175025,0.411006,183346500.0,980.88,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.565798,186920,56637,130283,0.303001,0.696999,23299,33338,107457,22826,0.411374,0.505127,0.175203,0.411374,182983000.0,978.94,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56629,186920,56450,130470,0.302001,0.697999,23243,33207,107588,22882,0.411745,0.503913,0.175381,0.411745,182619500.0,976.99,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.566832,186920,56263,130657,0.301,0.699,23185,33078,107717,22940,0.412083,0.502656,0.175574,0.412083,182233000.0,974.93,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56747,186920,56076,130844,0.3,0.7,23121,32955,107840,23004,0.412315,0.501268,0.175812,0.412315,181777500.0,972.49,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.568048,186920,55889,131031,0.299,0.701,23061,32828,107967,23064,0.412621,0.499967,0.176019,0.412621,181368000.0,970.3,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.568616,186920,55702,131218,0.297999,0.702001,22996,32706,108089,23129,0.41284,0.498558,0.176264,0.41284,180901000.0,967.8,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.56921,186920,55515,131405,0.296999,0.703001,22937,32578,108217,23188,0.413168,0.497279,0.176462,0.413168,180503000.0,965.67,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.569793,186920,55329,131591,0.296004,0.703996,22875,32454,108341,23250,0.413436,0.495935,0.176684,0.413436,180069000.0,963.35,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.570349,186920,55142,131778,0.295003,0.704997,22823,32319,108476,23302,0.413895,0.494808,0.176828,0.413895,179751500.0,961.65,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.570987,186920,54955,131965,0.294003,0.705997,22769,32186,108609,23356,0.414321,0.493637,0.176986,0.414321,179411000.0,959.83,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.57152,186920,54768,132152,0.293002,0.706998,22707,32061,108734,23418,0.414603,0.492293,0.177205,0.414603,178978500.0,957.51,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.572118,186920,54581,132339,0.292002,0.707998,22655,31926,108869,23470,0.415071,0.491165,0.177348,0.415071,178661000.0,955.82,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.572699,186920,54394,132526,0.291001,0.708999,22600,31794,109001,23525,0.415487,0.489973,0.177512,0.415487,178309000.0,953.93,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.57333,186920,54207,132713,0.290001,0.709999,22552,31655,109140,23573,0.416035,0.488932,0.177624,0.416035,178037500.0,952.48,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.573924,186920,54020,132900,0.289001,0.710999,22498,31522,109273,23627,0.416475,0.487762,0.17778,0.416475,177697000.0,950.66,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.57452,186920,53833,133087,0.288,0.712,22444,31389,109406,23681,0.416919,0.486591,0.177936,0.416919,177356500.0,948.84,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.575076,186920,53646,133274,0.287,0.713,22396,31250,109545,23729,0.417478,0.48555,0.178047,0.417478,177085000.0,947.38,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.575609,186920,53459,133461,0.285999,0.714001,22337,31122,109673,23788,0.417834,0.484271,0.178239,0.417834,176687000.0,945.25,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.576245,186920,53272,133648,0.284999,0.715001,22278,30994,109801,23847,0.418193,0.482992,0.178431,0.418193,176289000.0,943.13,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.57684,186920,53085,133835,0.283999,0.716001,22218,30867,109928,23907,0.418536,0.481691,0.17863,0.418536,175879500.0,940.93,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.577481,186920,52899,134021,0.283003,0.716997,22148,30751,110044,23977,0.418685,0.480173,0.178905,0.418685,175353500.0,938.12,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.578125,186920,52712,134208,0.282003,0.717997,22086,30626,110169,24039,0.418994,0.478829,0.179117,0.418994,174921000.0,935.81,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.578702,186920,52525,134395,0.281003,0.718997,22024,30501,110294,24101,0.419305,0.477485,0.17933,0.419305,174488500.0,933.49,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.579341,186920,52338,134582,0.280002,0.719998,21961,30377,110418,24164,0.4196,0.476119,0.179549,0.4196,174044500.0,931.12,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.57991,186920,52151,134769,0.279002,0.720998,21890,30261,110534,24235,0.419743,0.47458,0.179826,0.419743,173508500.0,928.25,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.580501,186920,51964,134956,0.278001,0.721999,21829,30135,110660,24296,0.420079,0.473257,0.180029,0.420079,173087500.0,926.0,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.581095,186920,51777,135143,0.277001,0.722999,21765,30012,110783,24360,0.42036,0.47187,0.180254,0.42036,172632000.0,923.56,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.581684,186920,51591,135329,0.276006,0.723994,21704,29887,110908,24421,0.420694,0.470547,0.180457,0.420694,172209500.0,921.3,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.582244,186920,51403,135517,0.275,0.725,21649,29754,111041,24476,0.421162,0.469355,0.180612,0.421162,171859000.0,919.43,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.582818,186920,51216,135704,0.274,0.726,21584,29632,111163,24541,0.421431,0.467946,0.180842,0.421431,171392000.0,916.93,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.583344,186920,51029,135891,0.272999,0.727001,21524,29505,111290,24601,0.421799,0.466645,0.181035,0.421799,170982500.0,914.74,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.583852,186920,50842,136078,0.271999,0.728001,21466,29376,111419,24659,0.42221,0.465388,0.181212,0.42221,170596000.0,912.67,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.584473,186920,50656,136264,0.271004,0.728996,21409,29247,111548,24716,0.422635,0.464152,0.181383,0.422635,170219500.0,910.65,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.585153,186920,50469,136451,0.270003,0.729997,21355,29114,111681,24770,0.423131,0.462981,0.18153,0.423131,169879000.0,908.83,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.58572,186920,50282,136638,0.269003,0.730997,21290,28992,111803,24835,0.423412,0.461572,0.181758,0.423412,169412000.0,906.33,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.586372,186920,50095,136825,0.268002,0.731998,21223,28872,111923,24902,0.423655,0.460119,0.181999,0.423655,168922000.0,903.71,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.587002,186920,49908,137012,0.267002,0.732998,21173,28735,112060,24952,0.424241,0.459035,0.182115,0.424241,168627500.0,902.14,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.587662,186920,49721,137199,0.266001,0.733999,21113,28608,112187,25012,0.424629,0.457734,0.182305,0.424629,168218000.0,899.95,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.588261,186920,49534,137386,0.265001,0.734999,21061,28473,112322,25064,0.425183,0.456607,0.182435,0.425183,167900500.0,898.25,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.588859,186920,49347,137573,0.264001,0.735999,21004,28343,112452,25121,0.425639,0.455371,0.182601,0.425639,167525500.0,896.24,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.589476,186920,49160,137760,0.263,0.737,20936,28224,112571,25189,0.425875,0.453897,0.182847,0.425875,167024000.0,893.56,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.590067,186920,48973,137947,0.262,0.738,20875,28098,112697,25250,0.426255,0.452575,0.183041,0.426255,166603000.0,891.31,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.590688,186920,48787,138133,0.261005,0.738995,20810,27977,112818,25315,0.426548,0.451165,0.183265,0.426548,166134500.0,888.8,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.59128,186920,48599,138321,0.259999,0.740001,20748,27851,112944,25377,0.426922,0.449821,0.183465,0.426922,165703500.0,886.49,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.591931,186920,48413,138507,0.259004,0.740996,20686,27727,113068,25439,0.427282,0.448477,0.183666,0.427282,165269500.0,884.17,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.592498,186920,48226,138694,0.258003,0.741997,20617,27609,113186,25508,0.427508,0.446981,0.183916,0.427508,164756500.0,881.43,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.593146,186920,48039,138881,0.257003,0.742997,20555,27484,113311,25570,0.427882,0.445637,0.184114,0.427882,164324000.0,879.11,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.593743,186920,47852,139068,0.256003,0.743997,20500,27352,113443,25625,0.428404,0.444444,0.184262,0.428404,163972000.0,877.23,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.594326,186920,47665,139255,0.255002,0.744998,20436,27229,113566,25689,0.428742,0.443057,0.184475,0.428742,163516500.0,874.79,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.594921,186920,47478,139442,0.254002,0.745998,20379,27099,113696,25746,0.42923,0.441821,0.184636,0.42923,163141500.0,872.79,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.595612,186920,47291,139629,0.253001,0.746999,20315,26976,113819,25810,0.429574,0.440434,0.184847,0.429574,162686000.0,870.35,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.596163,186920,47104,139816,0.252001,0.747999,20253,26851,113944,25872,0.429963,0.439089,0.185043,0.429963,162253500.0,868.04,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.596851,186920,46917,140003,0.251,0.749,20200,26717,114078,25925,0.430548,0.43794,0.185175,0.430548,161924500.0,866.28,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.597496,186920,46730,140190,0.25,0.75,20149,26581,114214,25976,0.431179,0.436835,0.185291,0.431179,161618500.0,864.64,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.598067,186920,46543,140377,0.249,0.751,20086,26457,114338,26039,0.431558,0.435469,0.185493,0.431558,161174500.0,862.26,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.598701,186920,46357,140563,0.248004,0.751996,20020,26337,114458,26105,0.431866,0.434038,0.185717,0.431866,160694500.0,859.7,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.599314,186920,46170,140750,0.247004,0.752996,19957,26213,114582,26168,0.43225,0.432672,0.185918,0.43225,160250500.0,857.32,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.59994,186920,45983,140937,0.246004,0.753996,19896,26087,114708,26229,0.432682,0.43135,0.186104,0.432682,159829500.0,855.07,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.600586,186920,45796,141124,0.245003,0.754997,19824,25972,114823,26301,0.432876,0.429789,0.186368,0.432876,159282000.0,852.14,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.601189,186920,45609,141311,0.244003,0.755997,19755,25854,114941,26370,0.433138,0.428293,0.18661,0.433138,158769000.0,849.4,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.601839,186920,45422,141498,0.243002,0.756998,19695,25727,115068,26430,0.4336,0.426992,0.186787,0.4336,158359500.0,847.2,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.602397,186920,45235,141685,0.242002,0.757998,19619,25616,115179,26506,0.433713,0.425344,0.187077,0.433713,157766000.0,844.03,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.603021,186920,45048,141872,0.241001,0.758999,19559,25489,115306,26566,0.434181,0.424043,0.187253,0.434181,157356500.0,841.84,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.603644,186920,44861,142059,0.240001,0.759999,19509,25352,115443,26616,0.434877,0.422959,0.187359,0.434877,157062000.0,840.26,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.604327,186920,44674,142246,0.239001,0.760999,19430,25244,115551,26695,0.434929,0.421247,0.187668,0.434929,156434000.0,836.9,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.604961,186920,44487,142433,0.238,0.762,19359,25128,115667,26766,0.435161,0.419707,0.18792,0.435161,155898000.0,834.04,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.605567,186920,44300,142620,0.237,0.763,19303,24997,115798,26822,0.435734,0.418493,0.188066,0.435734,155534500.0,832.09,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.606184,186920,44113,142807,0.235999,0.764001,19237,24876,115919,26888,0.436085,0.417062,0.188282,0.436085,155056000.0,829.53,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.606866,186920,43926,142994,0.234999,0.765001,19178,24748,116047,26947,0.436598,0.415783,0.188448,0.436598,154658000.0,827.4,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.607488,186920,43740,143180,0.234004,0.765996,19122,24618,116177,27003,0.437174,0.414569,0.188595,0.437174,154293000.0,825.45,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.608147,186920,43553,143367,0.233003,0.766997,19051,24502,116293,27074,0.437421,0.41303,0.188844,0.437421,153757000.0,822.58,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.608793,186920,43366,143554,0.232003,0.767997,18977,24389,116406,27148,0.437601,0.411425,0.189114,0.437601,153186500.0,819.53,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.609433,186920,43179,143741,0.231003,0.768997,18908,24271,116524,27217,0.437898,0.40993,0.189348,0.437898,152673500.0,816.79,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
0.610032,186920,42992,143928,0.230002,0.769998,18850,24142,116653,27275,0.438454,0.408672,0.189504,0.438454,152287000.0,814.72,raw,10000.0,1500.0,,0.130435,economic_unconstrained,xgboost,xgboost_05_missingness_challenger,missingness_challenger,XGBoost | missingness challenger
