model_family,model,split,review_pct,review_count,captured_bad,precision,recall,base_bad_rate,lift_over_base_bad_rate,model_label,dataset,dataset_label,model_dataset_label
logistic_regression,logistic_regression_07,validation,1.0,1870,1132,0.605348,0.024542,0.246763,2.453151,Logistic Regression,baseline_with_grade_subgrade,baseline with grade/subgrade,Logistic Regression | baseline with grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_06_missingness_challenger,test,15.0,29363,12428,0.423254,0.301878,0.210315,2.012473,HistGradientBoosting,missingness_challenger,missingness challenger,HistGradientBoosting | missingness challenger
hist_gradient_boosting,hist_gradient_boosting_06_missingness_challenger,test,20.0,39150,15662,0.400051,0.380432,0.210315,1.90215,HistGradientBoosting,missingness_challenger,missingness challenger,HistGradientBoosting | missingness challenger
hist_gradient_boosting,hist_gradient_boosting_06_missingness_challenger,test,25.0,48938,18696,0.382034,0.454128,0.210315,1.816485,HistGradientBoosting,missingness_challenger,missingness challenger,HistGradientBoosting | missingness challenger
hist_gradient_boosting,hist_gradient_boosting_06_missingness_challenger,test,30.0,58725,21376,0.364002,0.519226,0.210315,1.730743,HistGradientBoosting,missingness_challenger,missingness challenger,HistGradientBoosting | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,1.0,1870,1164,0.62246,0.025236,0.246763,2.522498,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,2.0,3739,2261,0.604707,0.049019,0.246763,2.450555,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,5.0,9346,5203,0.556709,0.112802,0.246763,2.256043,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,10.0,18692,9614,0.514338,0.208434,0.246763,2.084336,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,15.0,28038,13356,0.476354,0.289561,0.246763,1.930407,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,20.0,37384,16870,0.451263,0.365745,0.246763,1.828726,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,25.0,46730,20090,0.429917,0.435556,0.246763,1.742222,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,validation,30.0,56076,23164,0.413082,0.502201,0.246763,1.674002,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,1.0,1958,1096,0.559755,0.026622,0.210315,2.661504,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,2.0,3915,2101,0.536654,0.051034,0.210315,2.551664,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,5.0,9788,4868,0.497344,0.118244,0.210315,2.364753,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,10.0,19575,8874,0.453333,0.215551,0.210315,2.155494,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,15.0,29363,12516,0.426251,0.304015,0.210315,2.026723,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,20.0,39150,15750,0.402299,0.382569,0.210315,1.912837,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,25.0,48938,18744,0.383015,0.455294,0.210315,1.821148,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
lightgbm,lightgbm_03_missingness_challenger,test,30.0,58725,21520,0.366454,0.522723,0.210315,1.742402,LightGBM,missingness_challenger,missingness challenger,LightGBM | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,1.0,1870,1197,0.640107,0.025951,0.246763,2.594012,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,2.0,3739,2285,0.611126,0.049539,0.246763,2.476567,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,5.0,9346,5247,0.561417,0.113756,0.246763,2.275122,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,10.0,18692,9613,0.514284,0.208412,0.246763,2.084119,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,15.0,28038,13356,0.476354,0.289561,0.246763,1.930407,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,20.0,37384,16821,0.449952,0.364683,0.246763,1.823415,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,25.0,46730,20149,0.431179,0.436835,0.246763,1.747339,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,validation,30.0,56076,23121,0.412315,0.501268,0.246763,1.670894,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,1.0,1958,1119,0.571502,0.027181,0.210315,2.717357,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,2.0,3915,2141,0.546871,0.052005,0.210315,2.600244,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,5.0,9788,4880,0.49857,0.118536,0.210315,2.370583,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,10.0,19575,8925,0.455939,0.216789,0.210315,2.167882,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,15.0,29363,12470,0.424684,0.302898,0.210315,2.019274,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,20.0,39150,15704,0.401124,0.381452,0.210315,1.907251,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,25.0,48938,18720,0.382525,0.454711,0.210315,1.818816,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
xgboost,xgboost_05_missingness_challenger,test,30.0,58725,21478,0.365739,0.521703,0.210315,1.739002,XGBoost,missingness_challenger,missingness challenger,XGBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,1.0,1870,1196,0.639572,0.02593,0.246763,2.591845,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,2.0,3739,2253,0.602568,0.048846,0.246763,2.441885,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,5.0,9346,5144,0.550396,0.111523,0.246763,2.230461,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,10.0,18692,9475,0.506901,0.20542,0.246763,2.054201,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,15.0,28038,13222,0.471574,0.286656,0.246763,1.911039,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,20.0,37384,16714,0.44709,0.362363,0.246763,1.811816,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,25.0,46730,19926,0.426407,0.432,0.246763,1.728,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,validation,30.0,56076,22894,0.408267,0.496347,0.246763,1.65449,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,1.0,1958,1097,0.560266,0.026646,0.210315,2.663932,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,2.0,3915,2115,0.54023,0.051374,0.210315,2.568667,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,5.0,9788,4789,0.489273,0.116325,0.210315,2.326377,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,10.0,19575,8720,0.445466,0.21181,0.210315,2.118088,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,15.0,29363,12280,0.418213,0.298283,0.210315,1.988507,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,20.0,39150,15478,0.395351,0.375962,0.210315,1.879803,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,25.0,48938,18461,0.377232,0.44842,0.210315,1.793652,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
catboost,catboost_04_missingness_challenger,test,30.0,58725,21175,0.360579,0.514343,0.210315,1.714469,CatBoost,missingness_challenger,missingness challenger,CatBoost | missingness challenger
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1124,0.60107,0.024369,0.246763,2.435814,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2188,0.585183,0.047436,0.246763,2.371435,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5053,0.540659,0.10955,0.246763,2.191003,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9264,0.495613,0.200846,0.246763,2.008455,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13024,0.464512,0.282363,0.246763,1.882421,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16481,0.440857,0.357312,0.246763,1.786558,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,25.0,46730,19709,0.421763,0.427295,0.246763,1.709182,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,validation,30.0,56076,22676,0.40438,0.491621,0.246763,1.638735,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,1.0,1958,1021,0.52145,0.0248,0.210315,2.479375,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,2.0,3915,2015,0.514687,0.048945,0.210315,2.447217,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,5.0,9788,4598,0.469759,0.111686,0.210315,2.233594,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,10.0,19575,8494,0.433921,0.20632,0.210315,2.063192,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,15.0,29363,11961,0.407349,0.290534,0.210315,1.936851,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,20.0,39150,15123,0.386284,0.36734,0.210315,1.836688,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,25.0,48938,18069,0.369222,0.438898,0.210315,1.755566,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
logistic_regression,logistic_regression_08_missingness_challenger_no_grade_subgrade,test,30.0,58725,20807,0.354312,0.505405,0.210315,1.684673,Logistic Regression,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Logistic Regression | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1164,0.62246,0.025236,0.246763,2.522498,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2259,0.604172,0.048976,0.246763,2.448388,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5100,0.545688,0.110569,0.246763,2.211382,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9345,0.499947,0.202602,0.246763,2.026016,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13045,0.465261,0.282818,0.246763,1.885456,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16542,0.442489,0.358634,0.246763,1.793171,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,25.0,46730,19742,0.42247,0.428011,0.246763,1.712043,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,validation,30.0,56076,22789,0.406395,0.49407,0.246763,1.646902,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,1.0,1958,1073,0.548008,0.026063,0.210315,2.605651,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,2.0,3915,2099,0.536143,0.050985,0.210315,2.549235,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,5.0,9788,4725,0.482734,0.114771,0.210315,2.295287,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,10.0,19575,8568,0.437701,0.208118,0.210315,2.081167,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,15.0,29363,12051,0.410414,0.29272,0.210315,1.951425,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,20.0,39150,15394,0.393206,0.373922,0.210315,1.869601,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,25.0,48938,18375,0.375475,0.446331,0.210315,1.785297,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
random_forest,random_forest_02_missingness_challenger_no_grade_subgrade,test,30.0,58725,21086,0.359063,0.512181,0.210315,1.707263,Random Forest,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1192,0.637433,0.025843,0.246763,2.583176,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2289,0.612196,0.049626,0.246763,2.480903,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5180,0.554248,0.112304,0.246763,2.24607,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9549,0.51086,0.207024,0.246763,2.070244,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13288,0.473928,0.288087,0.246763,1.920578,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16696,0.446608,0.361973,0.246763,1.809864,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,25.0,46730,19935,0.4266,0.432195,0.246763,1.72878,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,validation,30.0,56076,22995,0.410068,0.498537,0.246763,1.661789,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,1.0,1958,1095,0.559244,0.026598,0.210315,2.659075,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,2.0,3915,2080,0.53129,0.050523,0.210315,2.52616,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,5.0,9788,4811,0.49152,0.11686,0.210315,2.337064,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,10.0,19575,8805,0.449808,0.213875,0.210315,2.138734,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,15.0,29363,12369,0.421244,0.300445,0.210315,2.002919,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,20.0,39150,15608,0.398672,0.37912,0.210315,1.895591,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,25.0,48938,18589,0.379848,0.451529,0.210315,1.806089,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
hist_gradient_boosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,test,30.0,58725,21317,0.362997,0.517793,0.210315,1.725966,HistGradientBoosting,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1183,0.63262,0.025648,0.246763,2.563672,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2270,0.607114,0.049214,0.246763,2.46031,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5197,0.556067,0.112672,0.246763,2.253442,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9589,0.513,0.207892,0.246763,2.078916,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13357,0.476389,0.289583,0.246763,1.930551,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16796,0.449283,0.364141,0.246763,1.820705,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,25.0,46730,20078,0.42966,0.435295,0.246763,1.741182,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,validation,30.0,56076,23125,0.412387,0.501355,0.246763,1.671183,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,1.0,1958,1121,0.572523,0.027229,0.210315,2.722213,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,2.0,3915,2110,0.538953,0.051252,0.210315,2.562595,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,5.0,9788,4836,0.494074,0.117467,0.210315,2.349209,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,10.0,19575,8883,0.453793,0.215769,0.210315,2.15768,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,15.0,29363,12436,0.423526,0.302072,0.210315,2.013768,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,20.0,39150,15715,0.401405,0.381719,0.210315,1.908587,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,25.0,48938,18687,0.381851,0.453909,0.210315,1.81561,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_missingness_challenger_no_grade_subgrade,test,30.0,58725,21420,0.364751,0.520294,0.210315,1.734306,LightGBM,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1216,0.650267,0.026363,0.246763,2.635187,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2280,0.609789,0.049431,0.246763,2.471148,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5205,0.556923,0.112846,0.246763,2.256911,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9614,0.514338,0.208434,0.246763,2.084336,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13353,0.476247,0.289496,0.246763,1.929973,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16804,0.449497,0.364314,0.246763,1.821572,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,25.0,46730,20055,0.429168,0.434797,0.246763,1.739187,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
