model_family,model,split,operating_point,rows,bad_rate,threshold,roc_auc,pr_auc,brier_score,precision,recall,f1,tn,fp,fn,tp
random_forest,random_forest_03,train,best_validation_f1,962641,0.1883,0.455266,0.738405,0.398883,0.194754,0.309538,0.717259,0.43245,491364,290012,51251,130014
random_forest,random_forest_03,train,target_validation_precision,962641,0.1883,0.523016,0.738405,0.398883,0.194754,0.355784,0.574358,0.43939,592863,188513,77154,104111
random_forest,random_forest_03,validation,best_validation_f1,186920,0.246763,0.455266,0.694572,0.415081,0.207616,0.359521,0.671762,0.468373,85596,55199,15140,30985
random_forest,random_forest_03,validation,target_validation_precision,186920,0.246763,0.523016,0.694572,0.415081,0.207616,0.40001,0.507902,0.447546,105656,35139,22698,23427
random_forest,random_forest_03,test,best_validation_f1,195749,0.210315,0.455266,0.703753,0.371073,0.200271,0.321114,0.673832,0.434952,95931,58649,13428,27741
random_forest,random_forest_03,test,target_validation_precision,195749,0.210315,0.523016,0.703753,0.371073,0.200271,0.359378,0.520076,0.425045,116413,38167,19758,21411
