model_family,candidate,artifact_path
random_forest,random_forest_03,/Users/lindaperez/Documents/NEU/2026SummerML/MachineLearningClass/Final_Project/Final/CreditRiskRAG/Modeling/modeling_outputs/random_forest/models/random_forest_selected_model.joblib
