model_family,candidate,artifact_path
catboost,catboost_04,/Users/lindaperez/Documents/NEU/2026SummerML/MachineLearningClass/Final_Project/Final/CreditRiskRAG/Modeling/modeling_outputs/catboost/models/catboost_selected_model.joblib
